Doctor Identifier,Provider Type,Number of Services,Number of Beneficiaries,Total Submitted Charge Amount,Total Allowed Amount,Total Payment Amount,Total Standardized Payment Amount,Number of Drug Services,Total Drug Submitted Charge Amount,Total Drug Allowed Amount ,Total Drug Payment Amount ,Total Drug Standardized Payment Amount,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimer’s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
995642979,Gastroenterology,331,29,33125.0,24276.52,19033.04,22129.63,0,0.0,0.0,0.0,0.0,331,0.96,75.0,1.03,0.58,55.0,1.91,1.24,75.0,1.74,2.85,66.0,2.0,0.52,48.0,0.81,0.48,1.78
536677693,Internal Medicine,340,21,41095.0,22387.6,16765.46,16373.97,0,0.0,0.0,0.0,0.0,340,0.0,0.64,0.59,0.46,0.9,1.14,0.68,75.0,1.11,1.98,2.32,1.29,0.34,1.42,0.35,0.0,1.26
258312349,Pathology,105,19,10632.0,6046.81,4640.98,4475.15,0,0.0,0.0,0.0,0.0,105,0.2,0.2,0.2,0.16,0.3,63.0,0.23,0.41,0.38,74.0,75.0,63.0,0.12,0.49,0.1,0.09,2.69
501132341,Anesthesiology,1482,187,157521.0,57620.02,47446.93,46500.58,71,12633.0,7090.64,6936.57,6936.57,1411,11.0,12.0,9.0,6.0,14.0,26.0,11.0,22.0,18.0,40.0,53.0,22.0,11.0,35.0,1.16,1.16,1.14
767869833,Diagnostic Radiology,669,284,157231.0,54086.28,38250.74,39069.9,0,0.0,0.0,0.0,0.0,669,13.0,11.0,14.0,10.0,30.0,44.0,12.0,29.0,75.0,71.0,75.0,44.0,15.0,46.0,5.0,5.0,1.74
321357498,Clinical Psychologist,277,104,22064.0,8687.66,6717.07,6487.64,0,0.0,0.0,0.0,0.0,277,0.45,0.39,56.0,12.0,29.0,27.0,40.0,40.0,38.0,41.0,65.0,30.0,0.28,42.0,0.2,0.2,1.65
172703899,Nurse Practitioner,565,257,734308.16,69642.63,53391.3,50400.05,0,0.0,0.0,0.0,0.0,565,35.0,43.0,38.0,21.0,72.0,67.0,61.0,29.0,63.0,70.0,75.0,75.0,15.0,51.0,9.0,19.0,2.9
168157863,Internal Medicine,695,260,208537.0,63356.38,47677.95,45494.01,63,3388.0,2696.59,2610.63,2610.63,632,12.0,7.0,8.0,17.0,13.0,15.0,9.0,18.0,19.0,31.0,50.0,24.0,7.0,25.0,1.01,1.03,1.07
644591876,Optometry,1082,498,282183.0,115148.3,89916.34,89320.44,0,0.0,0.0,0.0,0.0,1082,27.0,30.0,39.0,16.0,45.0,57.0,47.0,51.0,46.0,69.0,75.0,59.0,9.0,42.0,20.0,15.0,2.48
401544079,Physical Therapist,1023,650,494125.0,112028.42,87509.83,90139.48,0,0.0,0.0,0.0,0.0,1023,24.0,21.0,25.0,18.0,37.0,43.0,30.0,37.0,39.0,67.0,75.0,47.0,12.0,41.0,8.0,12.0,2.09
692195025,Psychiatry,635,223,231881.0,68277.94,52946.23,51469.48,0,0.0,0.0,0.0,0.0,635,32.0,34.0,30.0,20.0,54.0,70.0,42.0,54.0,39.0,60.0,75.0,62.0,28.0,48.0,17.0,12.0,3.17
943261943,Nurse Practitioner,13917,2054,10248628.0,3706870.52,2861833.06,2821135.17,4942,6050350.0,2913746.43,2284310.3,2284310.3,8975,17.0,9.0,9.0,13.0,18.0,27.0,11.0,19.0,32.0,65.0,74.0,34.0,11.0,40.0,2.0,7.0,1.37
751579395,Physical Therapist,2884,1072,707651.05,303499.43,223644.27,238303.59,0,0.0,0.0,0.0,0.0,2884,17.0,13.0,17.0,15.0,27.0,43.0,24.0,25.0,39.0,70.0,75.0,50.0,9.0,35.0,6.0,13.0,1.82
537236076,Nurse Practitioner,2951,279,703910.03,192970.99,151286.05,149038.51,0,0.0,0.0,0.0,0.0,2951,24.0,34.0,20.0,18.0,46.0,47.0,25.0,48.0,45.0,71.0,75.0,50.0,14.0,51.0,11.0,12.0,2.08
328339465,Nurse Practitioner,1962,806,731058.0,199004.32,143995.04,140479.58,0,0.0,0.0,0.0,0.0,1962,12.0,7.0,9.0,10.0,22.0,42.0,8.0,24.0,75.0,66.0,75.0,41.0,9.0,40.0,3.0,4.0,1.65
740288786,Urology,511,149,127835.0,40594.19,34377.96,33488.24,102,8990.0,7443.96,7280.7,7280.7,409,10.0,7.0,12.0,14.0,13.0,30.0,12.0,23.0,15.0,56.0,66.0,17.0,13.0,34.0,0.91,0.98,1.13
232004050,Optometry,128,63,46145.0,12724.77,9789.44,9503.93,0,0.0,0.0,0.0,0.0,128,0.38,0.34,22.0,63.0,35.0,43.0,21.0,37.0,17.0,35.0,63.0,37.0,0.23,40.0,0.18,0.17,3.5
857344933,Internal Medicine,284,107,81661.0,31204.35,23661.68,23237.03,0,0.0,0.0,0.0,0.0,284,12.0,13.0,26.0,75.0,28.0,44.0,35.0,42.0,32.0,64.0,72.0,44.0,13.0,31.0,0.53,0.45,2.44
577754134,Ophthalmology,13533,661,326336.5,169366.1,124425.98,122134.81,11698,71097.5,66432.61,52017.68,52017.68,1835,12.0,5.0,14.0,7.0,18.0,50.0,15.0,28.0,74.0,75.0,75.0,34.0,7.0,34.0,8.0,4.0,1.62
813864895,Nurse Practitioner,52,38,61708.0,3642.09,2855.4,2831.98,0,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,0.0,39.0,53.0,47.0,45.0,42.0,61.0,75.0,53.0,0.0,50.0,0.0,0.0,2.9
865057861,Nurse Practitioner,16,14,7530.0,2226.04,1720.41,1613.09,0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.08,0.07,0.11,0.15,0.09,0.14,0.15,0.27,0.32,0.17,0.05,0.2,0.0,0.03,1.25
398691699,Psychiatry,387,125,48963.0,34675.67,24823.49,25373.45,0,0.0,0.0,0.0,0.0,387,1.49,26.0,44.0,1.12,34.0,26.0,51.0,36.0,49.0,54.0,75.0,62.0,0.87,75.0,13.0,10.0,1.95
559968981,Clinical Psychologist,286,193,101740.0,29270.64,21686.99,20653.93,0,0.0,0.0,0.0,0.0,286,11.0,27.0,15.0,8.0,26.0,38.0,17.0,49.0,28.0,48.0,68.0,32.0,11.0,35.0,21.0,28.0,2.11
375266693,Nurse Practitioner,1082,433,248821.0,72692.96,56871.39,52250.1,0,0.0,0.0,0.0,0.0,1082,13.0,5.0,17.0,39.0,14.0,34.0,18.0,22.0,25.0,60.0,67.0,36.0,7.0,33.0,0.76,4.0,1.34
213327584,Nurse Practitioner,404,153,25850.0,24241.69,17833.36,22264.81,0,0.0,0.0,0.0,0.0,404,1.57,1.93,19.0,1.01,10.0,18.0,18.0,24.0,33.0,50.0,67.0,25.0,8.0,29.0,1.17,0.77,1.22
601478444,Nurse Practitioner,6727,4104,570659.0,196543.61,145986.53,145671.75,0,0.0,0.0,0.0,0.0,6727,21.0,16.0,25.0,13.0,30.0,33.0,28.0,36.0,38.0,74.0,75.0,45.0,12.0,44.0,8.0,10.0,1.64
665547187,General Surgery,424,263,103895.0,27611.79,20464.74,23349.46,0,0.0,0.0,0.0,0.0,424,21.0,5.0,15.0,9.0,22.0,29.0,13.0,24.0,23.0,48.0,68.0,37.0,18.0,75.0,0.99,0.76,1.55
138144195,Dermatology,907,163,75436.0,63616.9,47443.72,44177.37,76,15543.0,15326.32,11715.45,11715.45,831,1.33,1.21,1.27,7.0,2.0,16.0,8.0,23.0,16.0,44.0,45.0,15.0,9.0,23.0,0.61,0.63,0.82
921447043,Psychiatry,1524,1067,629175.0,178223.95,136532.05,137227.17,0,0.0,0.0,0.0,0.0,1524,27.0,23.0,31.0,14.0,40.0,44.0,38.0,47.0,44.0,74.0,75.0,57.0,14.0,44.0,15.0,14.0,2.02
611942997,Mass Immunization Roster Biller,358,320,82773.0,21971.2,14372.56,16762.38,0,0.0,0.0,0.0,0.0,358,16.0,11.0,17.0,12.0,21.0,27.0,13.0,23.0,27.0,53.0,71.0,33.0,11.0,43.0,5.0,7.0,1.49
172765118,Anesthesiology,319,316,679646.6,57515.04,45511.51,42644.19,0,0.0,0.0,0.0,0.0,319,21.0,7.0,15.0,21.0,23.0,31.0,22.0,26.0,31.0,72.0,75.0,54.0,14.0,45.0,0.0,5.0,1.48
257651991,Internal Medicine,107,18,26080.0,8752.88,6661.47,6405.13,0,0.0,0.0,0.0,0.0,107,0.21,0.2,0.2,0.17,0.3,0.4,0.23,75.0,0.39,0.71,75.0,0.46,0.12,0.51,0.11,0.0,3.04
368343812,Optometry,3628,2461,565067.0,160699.44,119232.77,117725.06,0,0.0,0.0,0.0,0.0,3628,26.0,25.0,21.0,21.0,39.0,44.0,31.0,39.0,32.0,62.0,75.0,48.0,12.0,44.0,13.0,14.0,2.0
793705586,Clinical Psychologist,2068,35,107751.0,62567.92,49055.23,47311.54,0,0.0,0.0,0.0,0.0,2068,1.21,60.0,1.17,0.95,40.0,31.0,1.38,49.0,2.31,43.0,75.0,37.0,0.71,57.0,0.73,0.57,1.69
417881476,Internal Medicine,48,24,1076.88,1076.88,1055.28,1029.6,24,438.48,438.48,429.6,429.6,24,0.22,0.16,0.0,0.2,0.26,0.41,0.23,0.41,0.46,46.0,50.0,0.5,0.16,0.63,0.07,0.08,0.99
720904497,Pathology,2774,362,275471.0,150566.52,118827.7,112891.75,286,33911.0,24291.8,23800.85,23800.85,2488,15.0,14.0,8.0,13.0,13.0,16.0,7.0,24.0,17.0,38.0,54.0,23.0,10.0,33.0,5.0,4.0,1.16
557433115,Neurology,170,146,32770.0,12834.23,8675.44,8552.45,0,0.0,0.0,0.0,0.0,170,0.79,8.0,27.0,8.0,16.0,31.0,14.0,42.0,29.0,37.0,56.0,21.0,0.48,32.0,0.38,0.36,1.14
356509177,Internal Medicine,668,150,165360.0,62178.63,46429.93,45408.04,25,2649.0,1177.03,1153.52,1153.52,643,12.0,11.0,14.0,7.0,11.0,15.0,14.0,21.0,19.0,29.0,48.0,24.0,1.3,29.0,1.05,0.91,1.09
233418551,Chiropractic,45,40,61394.0,8851.03,6939.2,6905.5,0,0.0,0.0,0.0,0.0,45,0.12,0.09,0.13,0.11,0.17,45.0,0.14,30.0,38.0,60.0,75.0,28.0,0.08,35.0,0.04,0.05,2.13
896453069,Anesthesiology,466,165,84700.0,36142.49,25371.17,24081.51,65,8205.0,3893.39,3814.86,3814.86,401,10.0,2.0,2.39,12.0,8.0,12.0,2.65,7.0,15.0,45.0,50.0,21.0,1.71,36.0,0.95,0.95,0.85
680811530,Neurology,54,54,62335.0,9975.52,7820.76,7883.93,0,0.0,0.0,0.0,0.0,54,0.21,0.18,24.0,26.0,0.31,28.0,28.0,30.0,43.0,67.0,74.0,31.0,0.13,35.0,0.1,0.1,1.56
641500406,Sleep Medicine,29,11,3296.0,1069.52,850.87,959.45,0,0.0,0.0,0.0,0.0,29,0.07,0.07,0.0,0.05,0.1,0.13,0.08,0.14,0.12,0.21,0.25,0.14,0.04,0.15,0.0,0.0,1.21
774524566,Internal Medicine,3929,625,508954.89,235530.54,176431.99,173966.34,1546,44318.0,37355.94,32594.74,32594.74,2383,20.0,18.0,20.0,13.0,29.0,29.0,26.0,30.0,35.0,75.0,75.0,42.0,15.0,40.0,6.0,7.0,1.64
570257770,Physician Assistant,402,187,13163.99,13099.09,12837.09,14007.04,201,9838.69,9773.79,9577.71,9577.71,201,11.0,8.0,7.0,14.0,4.0,9.0,3.68,17.0,8.0,38.0,51.0,21.0,7.0,31.0,1.12,1.18,0.95
486397863,Nurse Practitioner,2642,926,393059.03,221040.07,194036.55,187675.05,0,0.0,0.0,0.0,0.0,2642,6.0,3.0,9.0,5.0,5.0,13.0,8.0,18.0,15.0,62.0,61.0,14.0,14.0,39.0,3.08,3.0,0.76
930202181,Psychiatry,251,225,54512.0,16047.96,11895.93,11662.4,0,0.0,0.0,0.0,0.0,251,11.0,8.0,15.0,9.0,12.0,16.0,14.0,34.0,20.0,48.0,56.0,25.0,10.0,37.0,7.0,0.46,1.04
237818580,Orthopedic Surgery,330,144,553404.75,135214.64,105711.24,104916.65,0,0.0,0.0,0.0,0.0,330,10.0,8.0,15.0,26.0,16.0,41.0,18.0,26.0,27.0,56.0,70.0,29.0,12.0,42.0,1.3,1.03,2.02
506597524,Nurse Practitioner,375,210,51691.0,15032.46,11693.98,11375.52,0,0.0,0.0,0.0,0.0,375,19.0,9.0,43.0,19.0,35.0,45.0,52.0,37.0,39.0,53.0,74.0,44.0,17.0,39.0,0.37,9.0,2.25
529670038,Internal Medicine,5781,714,642676.0,300299.5,219651.71,204263.21,132,35046.0,34352.05,26650.29,26650.29,5649,11.0,4.0,5.0,12.0,8.0,13.0,5.0,13.0,14.0,47.0,54.0,21.0,7.0,31.0,2.0,2.0,0.93
570230808,Physical Therapist,649,240,552013.0,75451.64,58716.25,57094.74,0,0.0,0.0,0.0,0.0,649,23.0,15.0,24.0,26.0,51.0,73.0,28.0,43.0,45.0,54.0,75.0,48.0,15.0,34.0,9.0,10.0,3.84
379439816,Family Practice,875,257,336875.0,72691.69,54005.9,52290.22,0,0.0,0.0,0.0,0.0,875,11.0,7.0,21.0,9.0,17.0,23.0,13.0,46.0,26.0,51.0,63.0,33.0,12.0,67.0,5.0,0.7,1.63
275057190,Physical Therapist,116,111,30946.0,7759.52,6083.71,6851.68,0,0.0,0.0,0.0,0.0,116,20.0,31.0,23.0,16.0,37.0,45.0,22.0,36.0,27.0,60.0,75.0,49.0,17.0,62.0,11.0,12.0,1.86
210603908,Physical Therapist,6734,870,796110.0,291099.38,216996.92,212654.05,3084,72808.0,28659.59,22337.71,22337.71,3650,16.0,13.0,15.0,17.0,21.0,36.0,18.0,31.0,39.0,63.0,75.0,35.0,6.0,39.0,9.0,6.0,1.48
276509900,Nurse Practitioner,3131,2272,407185.0,128756.8,93921.86,95818.74,0,0.0,0.0,0.0,0.0,3131,21.0,25.0,19.0,17.0,32.0,39.0,22.0,37.0,31.0,63.0,75.0,42.0,14.0,48.0,9.0,14.0,1.83
443919999,Psychiatry,308,175,308741.0,71368.75,54249.46,52419.77,0,0.0,0.0,0.0,0.0,308,1.39,1.25,8.0,75.0,2.05,7.0,1.58,13.0,17.0,39.0,53.0,14.0,13.0,34.0,0.66,0.64,0.94
961262257,Certified Clinical Nurse Specialist,606,47,72867.0,52184.44,38249.13,38935.45,0,0.0,0.0,0.0,0.0,606,1.71,1.96,1.74,1.24,2.65,3.33,2.04,70.0,26.0,49.0,43.0,3.7,0.0,36.0,1.13,0.81,1.19
646928958,Ophthalmology,749,564,303079.63,90250.34,68888.93,69482.85,0,0.0,0.0,0.0,0.0,749,20.0,21.0,27.0,10.0,31.0,36.0,27.0,46.0,31.0,49.0,71.0,36.0,11.0,40.0,13.0,11.0,1.83
306197060,Nurse Practitioner,269,136,55712.0,30309.0,22124.16,21411.12,22,1677.0,1411.88,1383.64,1383.64,247,17.0,17.0,15.0,15.0,34.0,45.0,21.0,30.0,40.0,59.0,74.0,53.0,9.0,43.0,8.0,13.0,2.17
732277609,Psychiatry,2916,753,228338.0,190998.61,142840.37,156661.12,685,30954.0,30811.67,28629.26,28629.26,2231,17.0,10.0,12.0,9.0,30.0,36.0,21.0,19.0,60.0,69.0,75.0,56.0,9.0,41.0,6.0,10.0,1.46
214019859,Ophthalmology,254,236,172671.0,38458.5,29877.41,29534.66,0,0.0,0.0,0.0,0.0,254,23.0,21.0,35.0,12.0,35.0,49.0,29.0,51.0,48.0,64.0,75.0,47.0,8.0,36.0,15.0,15.0,1.96
588121386,Diagnostic Radiology,1226,531,411409.75,143940.66,107368.93,98765.62,0,0.0,0.0,0.0,0.0,1226,10.0,8.0,12.0,13.0,11.0,23.0,16.0,23.0,23.0,57.0,66.0,28.0,11.0,41.0,3.0,5.0,1.21
679026937,Internal Medicine,142,111,31705.0,8421.65,5955.77,7069.12,0,0.0,0.0,0.0,0.0,142,12.0,10.0,26.0,0.43,21.0,23.0,19.0,49.0,23.0,28.0,49.0,27.0,0.35,36.0,18.0,0.28,1.49
256142500,CRNA,496,214,296315.0,102853.85,78892.6,79550.63,0,0.0,0.0,0.0,0.0,496,10.0,12.0,21.0,21.0,19.0,27.0,24.0,35.0,30.0,49.0,66.0,35.0,7.0,33.0,1.72,7.0,1.41
200376051,Internal Medicine,894,382,457701.0,126349.67,96072.95,98476.92,0,0.0,0.0,0.0,0.0,894,38.0,20.0,25.0,17.0,68.0,57.0,30.0,32.0,40.0,75.0,75.0,75.0,12.0,38.0,5.0,8.0,2.42
750964834,Physician Assistant,365,218,41070.0,34829.29,23687.56,23605.54,0,0.0,0.0,0.0,0.0,365,8.0,6.0,8.0,6.0,7.0,14.0,5.0,24.0,20.0,53.0,51.0,20.0,6.0,27.0,7.0,0.88,0.95
749670315,Family Practice,68,33,4836.6,2117.57,1612.1,1849.32,0,0.0,0.0,0.0,0.0,68,0.0,0.0,0.17,0.12,0.0,0.32,0.19,36.0,0.3,33.0,48.0,0.36,0.1,0.39,0.1,0.0,0.93
255240405,Internal Medicine,7202,723,697585.0,213646.98,161672.67,153071.65,5875,82250.0,33489.68,26255.99,26255.99,1327,15.0,18.0,14.0,14.0,20.0,31.0,16.0,33.0,28.0,57.0,70.0,36.0,10.0,48.0,8.0,19.0,1.59
439174050,Neurology,395,145,108183.0,45255.3,35205.68,35207.16,0,0.0,0.0,0.0,0.0,395,28.0,24.0,28.0,17.0,52.0,52.0,34.0,42.0,40.0,75.0,75.0,59.0,17.0,46.0,14.0,18.0,2.57
757966233,Internal Medicine,26,19,1788.84,1304.26,770.68,915.24,0,0.0,0.0,0.0,0.0,26,0.13,0.13,0.14,0.1,0.2,0.26,0.16,0.28,68.0,0.44,63.0,0.29,0.0,0.32,0.08,0.0,1.18
174026661,Otolaryngology,356,18,46225.0,23538.74,17714.04,20016.91,0,0.0,0.0,0.0,0.0,356,0.0,1.09,0.87,0.5,1.33,1.62,1.04,75.0,1.48,2.44,2.88,1.71,0.44,1.77,0.0,0.0,1.45
703685242,Internal Medicine,884,273,257427.0,87487.03,65646.24,63808.11,0,0.0,0.0,0.0,0.0,884,14.0,7.0,12.0,45.0,21.0,43.0,19.0,25.0,38.0,45.0,72.0,34.0,7.0,26.0,5.0,7.0,2.34
538213894,Nurse Practitioner,462,389,85624.0,41677.94,30166.04,36300.93,0,0.0,0.0,0.0,0.0,462,6.0,8.0,28.0,6.0,13.0,19.0,14.0,47.0,29.0,42.0,55.0,18.0,4.0,38.0,13.0,4.0,1.16
832906605,Physician Assistant,332,160,10159.34,9524.97,9333.89,10369.33,166,6980.94,6346.57,6219.33,6219.33,166,11.0,1.85,2.38,8.0,11.0,9.0,2.6,21.0,14.0,35.0,45.0,18.0,11.0,29.0,0.82,0.85,0.96
768305939,Internal Medicine,173,22,36317.0,11038.85,8654.35,8506.7,0,0.0,0.0,0.0,0.0,173,0.23,0.23,0.23,0.18,0.34,0.44,0.26,0.47,0.42,0.76,59.0,0.5,0.13,0.55,0.13,0.11,1.65
764022065,Chiropractic,1304,110,61095.0,36415.58,28495.94,29314.35,0,0.0,0.0,0.0,0.0,1304,11.0,1.35,15.0,15.0,1.84,29.0,12.0,23.0,29.0,75.0,72.0,26.0,0.7,64.0,0.0,0.57,1.15
719162011,Gastroenterology,213,14,31980.0,25776.73,19402.39,19520.66,0,0.0,0.0,0.0,0.0,213,0.79,0.0,0.8,0.58,0.0,1.54,0.0,1.77,0.0,2.58,3.02,1.71,0.0,1.84,0.0,0.0,0.71
619269547,Emergency Medicine,1098,22,33081.0,26494.95,20392.46,19203.17,0,0.0,0.0,0.0,0.0,1098,0.0,0.59,0.53,0.46,0.83,1.08,0.62,1.14,1.08,64.0,2.33,1.25,0.34,75.0,0.0,0.26,0.78
351281794,Ophthalmology,154,76,18098.0,9483.67,7434.78,7372.85,0,0.0,0.0,0.0,0.0,154,0.44,24.0,21.0,0.35,21.0,42.0,26.0,75.0,28.0,50.0,75.0,26.0,0.26,33.0,70.0,0.2,1.73
185553961,Gastroenterology,28,15,1902.0,872.77,740.78,812.39,0,0.0,0.0,0.0,0.0,28,0.07,0.0,0.07,0.0,0.11,0.14,0.08,0.15,0.13,0.24,0.28,0.16,0.0,0.17,0.04,0.0,1.24
991037057,Anesthesiology,73,61,33280.0,5847.91,4846.25,4522.62,0,0.0,0.0,0.0,0.0,73,0.17,0.1,25.0,30.0,23.0,31.0,18.0,20.0,36.0,57.0,72.0,33.0,49.0,49.0,0.04,0.07,1.66
950292574,Physical Therapist,128,44,18255.0,10694.43,7782.42,9067.34,0,0.0,0.0,0.0,0.0,128,0.56,0.68,0.6,0.38,0.89,1.1,0.7,75.0,1.03,57.0,59.0,27.0,0.32,39.0,25.0,0.27,1.36
266237443,Physical Therapist,996,281,253403.0,87402.47,69292.93,65334.92,152,17465.0,14260.5,13949.35,13949.35,844,7.0,9.0,10.0,12.0,10.0,15.0,8.0,22.0,17.0,40.0,53.0,20.0,8.0,36.0,1.82,4.0,0.91
761865806,Optometry,57,40,17477.0,4799.9,3674.99,4275.28,0,0.0,0.0,0.0,0.0,57,70.0,33.0,28.0,0.19,75.0,68.0,50.0,35.0,65.0,75.0,75.0,75.0,0.16,50.0,0.17,0.13,2.69
548074434,Emergency Medicine,1727,700,751731.0,208195.73,152981.22,148156.1,0,0.0,0.0,0.0,0.0,1727,9.0,11.0,11.0,13.0,13.0,21.0,14.0,26.0,37.0,58.0,64.0,26.0,7.0,37.0,6.0,4.0,1.25
818283111,Nurse Practitioner,125,85,32100.0,9094.1,6427.78,6363.46,0,0.0,0.0,0.0,0.0,125,0.47,0.42,0.47,0.38,0.68,24.0,0.53,26.0,28.0,48.0,65.0,18.0,15.0,40.0,0.22,0.21,1.21
898270736,Optometry,427,192,93969.0,48931.99,34750.16,35054.53,0,0.0,0.0,0.0,0.0,427,9.0,19.0,14.0,8.0,13.0,19.0,13.0,31.0,21.0,49.0,59.0,32.0,11.0,41.0,6.0,13.0,1.24
367731834,Ophthalmology,1876,577,231503.0,50525.56,37769.71,37364.01,0,0.0,0.0,0.0,0.0,1876,12.0,6.0,9.0,13.0,10.0,16.0,10.0,20.0,20.0,49.0,56.0,25.0,9.0,33.0,1.03,6.0,1.04
785661069,Pathology,3970,244,503135.0,173277.89,135357.06,126822.46,0,0.0,0.0,0.0,0.0,3970,25.0,39.0,20.0,16.0,39.0,36.0,26.0,45.0,23.0,55.0,75.0,46.0,11.0,39.0,16.0,17.0,1.87
232878612,Neurosurgery,406,13,48740.0,47251.56,36752.25,39041.58,0,0.0,0.0,0.0,0.0,406,0.0,0.0,1.59,1.02,2.44,3.01,0.0,3.67,2.8,4.76,5.59,3.24,0.84,3.39,1.16,0.75,1.03
420039785,Anesthesiologist Assistants,381,268,111340.0,32194.77,22144.94,21655.17,15,1795.0,1382.31,1350.36,1350.36,366,21.0,13.0,21.0,10.0,24.0,43.0,20.0,27.0,37.0,65.0,75.0,35.0,16.0,37.0,5.0,5.0,1.68
718152027,Licensed Clinical Social Worker,12,12,1445.0,1445.0,850.64,1046.4,0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.13,0.09,0.0,0.23,0.15,0.27,0.22,0.39,0.46,0.26,0.0,0.28,0.08,0.06,0.83
385664983,Physical Therapist,117,116,120752.8,24434.7,19156.79,19017.6,0,0.0,0.0,0.0,0.0,117,13.0,10.0,14.0,20.0,20.0,33.0,16.0,34.0,26.0,56.0,75.0,39.0,15.0,57.0,0.28,0.27,1.86
653407317,Nurse Practitioner,602,202,192348.0,64430.15,48671.55,48100.26,0,0.0,0.0,0.0,0.0,602,26.0,31.0,27.0,20.0,50.0,68.0,30.0,51.0,50.0,67.0,75.0,55.0,14.0,49.0,15.0,16.0,3.07
572437532,Obstetrics/Gynecology,3065,353,427896.0,235785.17,182514.37,181485.68,0,0.0,0.0,0.0,0.0,3065,8.0,53.0,28.0,11.0,23.0,35.0,28.0,75.0,34.0,58.0,75.0,42.0,11.0,41.0,62.0,8.0,1.84
327911687,Psychiatry,1158,600,447658.6,187116.64,144928.03,147939.15,0,0.0,0.0,0.0,0.0,1158,31.0,20.0,21.0,14.0,51.0,49.0,26.0,32.0,42.0,75.0,75.0,75.0,12.0,43.0,8.0,10.0,2.08
174118791,Psychiatry,26,15,3217.0,1211.72,842.29,808.74,0,0.0,0.0,0.0,0.0,26,0.0,0.07,0.08,0.07,0.12,0.16,0.09,0.16,0.15,0.29,75.0,0.18,0.05,0.21,0.04,0.0,2.91
189517155,Neurology,4876,649,1067658.0,366513.01,281774.13,281124.9,2903,97741.0,95605.42,74893.36,74893.36,1973,12.0,7.0,13.0,11.0,11.0,16.0,12.0,27.0,22.0,64.0,68.0,27.0,12.0,59.0,4.0,5.0,1.05
977717606,Cardiology,386,192,78731.0,31323.93,20691.35,20066.81,0,0.0,0.0,0.0,0.0,386,6.0,6.0,15.0,9.0,15.0,29.0,8.0,32.0,42.0,39.0,69.0,22.0,6.0,32.0,7.0,0.62,1.66
701942215,Psychiatry,3369,1536,192755.0,65267.53,49679.3,49111.42,0,0.0,0.0,0.0,0.0,3369,19.0,11.0,15.0,13.0,27.0,48.0,20.0,30.0,34.0,62.0,75.0,38.0,18.0,45.0,5.0,5.0,1.72
254023684,Psychiatry,264,75,70183.0,23435.82,19093.49,18081.83,49,5456.0,4396.3,4307.2,4307.2,215,1.68,1.2,1.58,1.54,1.91,21.0,1.73,17.0,20.0,29.0,56.0,28.0,1.26,33.0,0.5,0.57,1.23
208353718,Nurse Practitioner,689,179,78772.0,43148.28,36625.65,35366.09,61,9410.0,7191.3,7047.58,7047.58,628,7.0,2.42,9.0,8.0,3.77,8.0,3.32,27.0,13.0,23.0,29.0,15.0,8.0,31.0,1.08,1.12,0.77
658498006,Audiologist (billing independently),1820,221,224925.0,104969.73,83638.3,81856.23,132,22575.0,16920.51,16536.13,16536.13,1688,8.0,6.0,9.0,5.0,13.0,31.0,15.0,17.0,33.0,60.0,75.0,18.0,9.0,34.0,2.55,2.5,1.13
925192894,Chiropractic,202,13,31031.64,18085.98,13388.52,13386.69,0,0.0,0.0,0.0,0.0,202,0.0,0.0,0.53,0.39,0.8,1.02,0.62,1.16,0.97,1.71,2.01,1.13,0.3,1.23,0.34,0.0,1.64
540292060,Nurse Practitioner,734,76,131731.0,49372.93,37576.42,36405.85,0,0.0,0.0,0.0,0.0,734,1.09,20.0,20.0,0.87,1.64,29.0,14.0,75.0,28.0,39.0,49.0,25.0,0.64,2.67,75.0,0.51,1.78
368282750,Nurse Practitioner,399,122,128379.0,39791.81,30497.01,29186.95,63,3931.0,3071.48,2970.13,2970.13,336,11.0,11.0,15.0,13.0,37.0,55.0,16.0,46.0,36.0,41.0,66.0,38.0,13.0,32.0,0.65,0.66,3.18
699002816,Psychiatry,52460,1066,852618.25,642934.01,630090.56,679891.08,0,0.0,0.0,0.0,0.0,52460,10.0,23.0,19.0,8.0,17.0,22.0,17.0,68.0,20.0,36.0,54.0,24.0,6.0,33.0,21.0,5.0,1.57
139846164,Nurse Practitioner,1693,97,287653.4,70890.82,55578.82,53851.09,0,0.0,0.0,0.0,0.0,1693,21.0,22.0,12.0,13.0,29.0,38.0,27.0,45.0,34.0,69.0,75.0,42.0,12.0,47.0,0.45,12.0,2.13
776910551,Internal Medicine,120,114,61639.0,12404.23,9638.57,9708.52,0,0.0,0.0,0.0,0.0,120,15.0,0.42,15.0,0.4,21.0,30.0,13.0,33.0,40.0,64.0,67.0,38.0,11.0,34.0,0.22,0.22,1.64
